time, m1_pwm, set_pwm, calc_volt, bat_volt, meas_volt
0, 3.763636350631714, 0, 0, 0, 0
50, 3.7689149379730225, 0, 0, 0, 0
100, 3.642228841781616, 65535, 3.03396, 54590, 3.03394022236757
150, 3.6369502544403076, 65535, 3.03396, 54669, 3.03392741985194
200, 3.658064603805542, 65535, 3.03396, 54353, 3.03390227223076
250, 3.668621778488159, 65535, 3.03396, 54197, 3.03392529989659
300, 3.6739003658294678, 65535, 3.03396, 54119, 3.03391796594682
350, 3.6739003658294678, 65535, 3.03396, 54119, 3.03391796594682
400, 3.6739003658294678, 65535, 3.03396, 54119, 3.03391796594682
450, 3.6791789531707764, 65535, 3.03396, 54041, 3.03389806680861
500, 3.6739003658294678, 65535, 3.03396, 54119, 3.03391796594682
550, 3.6739003658294678, 65535, 3.03396, 54119, 3.03391796594682
600, 3.747800588607788, 0, 0, 0, 0
650, 3.763636350631714, 0, 0, 0, 0
700, 3.763636350631714, 0, 0, 0, 0
750, 3.763636350631714, 0, 0, 0, 0
800, 3.763636350631714, 0, 0, 0, 0
850, 3.763636350631714, 0, 0, 0, 0
900, 3.763636350631714, 0, 0, 0, 0
950, 3.763636350631714, 0, 0, 0, 0
1000, 3.763636350631714, 0, 0, 0, 0
1050, 3.763636350631714, 0, 0, 0, 0
1100, 3.7689149379730225, 0, 0, 0, 0
1150, 3.763636350631714, 0, 0, 0, 0
1200, 3.7689149379730225, 0, 0, 0, 0
1250, 3.7689149379730225, 0, 0, 0, 0
1300, 3.763636350631714, 0, 0, 0, 0
1350, 3.7689149379730225, 0, 0, 0, 0
1400, 3.7689149379730225, 0, 0, 0, 0
1450, 3.763636350631714, 0, 0, 0, 0
1500, 3.7689149379730225, 0, 0, 0, 0
1550, 3.7689149379730225, 0, 0, 0, 0
1600, 3.7689149379730225, 0, 0, 0, 0
1650, 3.7689149379730225, 0, 0, 0, 0
1700, 3.7689149379730225, 0, 0, 0, 0
1750, 3.7689149379730225, 0, 0, 0, 0
1800, 3.7689149379730225, 0, 0, 0, 0
1850, 3.7689149379730225, 0, 0, 0, 0
1900, 3.7689149379730225, 0, 0, 0, 0
1950, 3.7689149379730225, 0, 0, 0, 0
2000, 3.7689149379730225, 0, 0, 0, 0
2050, 3.7689149379730225, 0, 0, 0, 0
2100, 3.7689149379730225, 0, 0, 0, 0
2150, 3.7689149379730225, 0, 0, 0, 0
2200, 3.7689149379730225, 0, 0, 0, 0
2250, 3.7689149379730225, 0, 0, 0, 0
2300, 3.7689149379730225, 0, 0, 0, 0
2350, 3.7689149379730225, 0, 0, 0, 0
2400, 3.774193525314331, 0, 0, 0, 0
2450, 3.7689149379730225, 0, 0, 0, 0
2500, 3.7689149379730225, 0, 0, 0, 0
2550, 3.774193525314331, 0, 0, 0, 0
2600, 3.7689149379730225, 0, 0, 0, 0
2650, 3.7689149379730225, 0, 0, 0, 0
2700, 3.774193525314331, 4096, 0.321231173972265, 5577, 0.321182227674953
2750, 3.7689149379730225, 4096, 0.321231173972265, 5585, 0.321193101832293
2800, 3.7689149379730225, 4096, 0.321231173972265, 5585, 0.321193101832293
2850, 3.7689149379730225, 4096, 0.321231173972265, 5585, 0.321193101832293
2900, 3.7689149379730225, 4096, 0.321231173972265, 5585, 0.321193101832293
2950, 3.7689149379730225, 4096, 0.321231173972265, 5585, 0.321193101832293
3000, 3.7689149379730225, 4096, 0.321231173972265, 5585, 0.321193101832293
3050, 3.7689149379730225, 4096, 0.321231173972265, 5585, 0.321193101832293
3100, 3.7689149379730225, 4096, 0.321231173972265, 5585, 0.321193101832293
