time, m1_pwm, set_pwm, calc_volt, bat_volt, meas_volt
0, 3.747800588607788, 0, 0, 0, 0
50, 3.747800588607788, 0, 0, 0, 0
100, 3.747800588607788, 65535, 3.03396, 53052, 3.03392564014375
150, 3.605278730392456, 65535, 3.03396, 55149, 3.0339134310279
200, 3.631671667098999, 65535, 3.03396, 54748, 3.03390189105571
250, 3.647507429122925, 65535, 3.03396, 54511, 3.03394029860257
300, 3.6527860164642334, 65535, 3.03396, 54432, 3.03392764855697
350, 3.658064603805542, 65535, 3.03396, 54353, 3.03390227223076
400, 3.658064603805542, 65535, 3.03396, 54353, 3.03390227223076
450, 3.658064603805542, 65535, 3.03396, 54353, 3.03390227223076
500, 3.658064603805542, 65535, 3.03396, 54353, 3.03390227223076
550, 3.658064603805542, 65535, 3.03396, 54353, 3.03390227223076
600, 3.658064603805542, 0, 0, 0, 0
650, 3.747800588607788, 0, 0, 0, 0
700, 3.7530791759490967, 0, 0, 0, 0
750, 3.747800588607788, 0, 0, 0, 0
800, 3.7530791759490967, 0, 0, 0, 0
850, 3.7530791759490967, 0, 0, 0, 0
900, 3.7530791759490967, 0, 0, 0, 0
950, 3.7530791759490967, 0, 0, 0, 0
1000, 3.7530791759490967, 0, 0, 0, 0
1050, 3.7530791759490967, 0, 0, 0, 0
1100, 3.7530791759490967, 0, 0, 0, 0
1150, 3.7530791759490967, 0, 0, 0, 0
1200, 3.7530791759490967, 256, 0.0205910418208229, 359, 0.0205593259199775
1250, 3.7530791759490967, 256, 0.0205910418208229, 359, 0.0205593259199775
1300, 3.7530791759490967, 512, 0.0411135378486382, 717, 0.0410613835226292
1350, 3.7583577632904053, 512, 0.0411135378486382, 716, 0.0410617861984578
1400, 3.7530791759490967, 768, 0.0615674880834461, 1075, 0.0615634411252808
1450, 3.7530791759490967, 768, 0.0615674880834461, 1075, 0.0615634411252808
1500, 3.7583577632904053, 1024, 0.0819528925252464, 1429, 0.0819515258066985
1550, 3.7583577632904053, 1024, 0.0819528925252464, 1429, 0.0819515258066985
1600, 3.7583577632904053, 1024, 0.0819528925252464, 1429, 0.0819515258066985
1650, 3.7583577632904053, 1280, 0.102269751174039, 1783, 0.102253023452305
1700, 3.7583577632904053, 1536, 0.122518064029825, 2136, 0.122497172234505
1750, 3.7583577632904053, 1536, 0.122518064029825, 2136, 0.122497172234505
1800, 3.7583577632904053, 1792, 0.142697831092602, 2488, 0.1426839721533
1850, 3.7583577632904053, 1792, 0.142697831092602, 2488, 0.1426839721533
1900, 3.7583577632904053, 2048, 0.162809052362373, 2838, 0.162756074345284
1950, 3.7583577632904053, 2048, 0.162809052362373, 2838, 0.162756074345284
2000, 3.7583577632904053, 2304, 0.182851727839135, 3188, 0.182828176537267
2050, 3.7530791759490967, 2304, 0.182851727839135, 3192, 0.18280046890409
2100, 3.7530791759490967, 2560, 0.202825857522891, 3541, 0.202787111650809
2150, 3.7583577632904053, 2560, 0.202825857522891, 3536, 0.20278558100244
2200, 3.7530791759490967, 2816, 0.222731441413639, 3889, 0.222716486080202
2250, 3.7530791759490967, 2816, 0.222731441413639, 3889, 0.222716486080202
2300, 3.7530791759490967, 2816, 0.222731441413639, 3889, 0.222716486080202
2350, 3.7530791759490967, 3072, 0.242568479511379, 4235, 0.242531323874944
2400, 3.7530791759490967, 3072, 0.242568479511379, 4235, 0.242531323874944
2450, 3.7530791759490967, 3328, 0.262336971816112, 4580, 0.262288893352359
2500, 3.7530791759490967, 3328, 0.262336971816112, 4580, 0.262288893352359
2550, 3.7530791759490967, 3584, 0.282036918327837, 4924, 0.281989194512449
2600, 3.747800588607788, 3584, 0.282036918327837, 4931, 0.281992900014115
2650, 3.747800588607788, 3840, 0.301668319046555, 5274, 0.301608305551499
2700, 3.7530791759490967, 3840, 0.301668319046555, 5267, 0.301632227355213
2750, 3.747800588607788, 4096, 0.321231173972265, 5617, 0.321223711088883
2800, 3.747800588607788, 4096, 0.321231173972265, 5617, 0.321223711088883
2850, 3.747800588607788, 4352, 0.340725483104968, 5957, 0.340667553312529
2900, 3.747800588607788, 4352, 0.340725483104968, 5957, 0.340667553312529
2950, 3.747800588607788, 4608, 0.360151246444663, 6297, 0.360111395536175
3000, 3.747800588607788, 4608, 0.360151246444663, 6297, 0.360111395536175
3050, 3.747800588607788, 4864, 0.37950846399135, 6636, 0.379498049988575
3100, 3.747800588607788, 4864, 0.37950846399135, 6636, 0.379498049988575
3150, 3.747800588607788, 5120, 0.398797135745031, 6973, 0.398770328898483
3200, 3.747800588607788, 5120, 0.398797135745031, 6973, 0.398770328898483
3250, 3.747800588607788, 5376, 0.418017261705703, 7309, 0.417985420037145
3300, 3.747800588607788, 5376, 0.418017261705703, 7309, 0.417985420037145
3350, 3.7425220012664795, 5632, 0.437168841873369, 7655, 0.43715580864721
