time, m1_pwm, set_pwm, calc_volt, bat_volt, meas_volt
0, 3.8586509227752686, 0, 0, 0, 0
50, 3.863929510116577, 0, 0, 0, 0
100, 3.8586509227752686, 65535, 3.03396, 51528, 3.03392942319011
150, 3.710850477218628, 65535, 3.03396, 53580, 3.03391117066261
200, 3.737243413925171, 65535, 3.03396, 53202, 3.03393338075299
250, 3.7530791759490967, 65535, 3.03396, 52977, 3.03390364697117
300, 3.763636350631714, 65535, 3.03396, 52829, 3.03393827370905
350, 3.763636350631714, 65535, 3.03396, 52829, 3.03393827370905
400, 3.763636350631714, 65535, 3.03396, 52829, 3.03393827370905
450, 3.7689149379730225, 65535, 3.03396, 52755, 3.03393770584828
500, 3.763636350631714, 65535, 3.03396, 52829, 3.03393827370905
550, 3.7689149379730225, 65535, 3.03396, 52755, 3.03393770584828
600, 3.7689149379730225, 0, 0, 0, 0
650, 3.85337233543396, 0, 0, 0, 0
700, 3.85337233543396, 0, 0, 0, 0
750, 3.8586509227752686, 0, 0, 0, 0
800, 3.8586509227752686, 0, 0, 0, 0
850, 3.8586509227752686, 0, 0, 0, 0
900, 3.8586509227752686, 0, 0, 0, 0
950, 3.8586509227752686, 0, 0, 0, 0
1000, 3.8586509227752686, 0, 0, 0, 0
1050, 3.8586509227752686, 0, 0, 0, 0
1100, 3.8586509227752686, 0, 0, 0, 0
1150, 3.8586509227752686, 0, 0, 0, 0
1200, 3.8586509227752686, 256, 0.0205910418208229, 349, 0.0205488543838952
1250, 3.8586509227752686, 256, 0.0205910418208229, 349, 0.0205488543838952
1300, 3.8586509227752686, 512, 0.0411135378486382, 698, 0.0410977087677903
1350, 3.8586509227752686, 512, 0.0411135378486382, 698, 0.0410977087677903
1400, 3.8586509227752686, 768, 0.0615674880834461, 1045, 0.0615288046738408
1450, 3.8586509227752686, 768, 0.0615674880834461, 1045, 0.0615288046738408
1500, 3.863929510116577, 768, 0.0615674880834461, 1044, 0.0615540155422554
1550, 3.8586509227752686, 1024, 0.0819528925252464, 1391, 0.0819010213409689
1600, 3.8586509227752686, 1024, 0.0819528925252464, 1391, 0.0819010213409689
1650, 3.8586509227752686, 1280, 0.102269751174039, 1736, 0.102214358769175
1700, 3.8586509227752686, 1280, 0.102269751174039, 1736, 0.102214358769175
1750, 3.8586509227752686, 1536, 0.122518064029825, 2080, 0.122468816958458
1800, 3.8586509227752686, 1536, 0.122518064029825, 2080, 0.122468816958458
1850, 3.8586509227752686, 1792, 0.142697831092602, 2423, 0.142664395908819
1900, 3.8586509227752686, 1792, 0.142697831092602, 2423, 0.142664395908819
1950, 3.8586509227752686, 2048, 0.162809052362373, 2765, 0.162801095620258
2000, 3.8586509227752686, 2048, 0.162809052362373, 2765, 0.162801095620258
2050, 3.8586509227752686, 2304, 0.182851727839135, 3105, 0.182820036853852
2100, 3.8586509227752686, 2304, 0.182851727839135, 3105, 0.182820036853852
2150, 3.8586509227752686, 2560, 0.202825857522891, 3444, 0.202780098848524
2200, 3.8586509227752686, 2560, 0.202825857522891, 3444, 0.202780098848524
2250, 3.8586509227752686, 2816, 0.222731441413639, 3782, 0.222681281604274
2300, 3.8586509227752686, 2816, 0.222731441413639, 3782, 0.222681281604274
2350, 3.8586509227752686, 3072, 0.242568479511379, 4119, 0.242523585121101
2400, 3.8586509227752686, 3072, 0.242568479511379, 4119, 0.242523585121101
2450, 3.85337233543396, 3328, 0.262336971816112, 4461, 0.262300968770442
2500, 3.85337233543396, 3328, 0.262336971816112, 4461, 0.262300968770442
2550, 3.8586509227752686, 3584, 0.282036918327837, 4790, 0.282031554437988
2600, 3.85337233543396, 3584, 0.282036918327837, 4796, 0.281998530872683
2650, 3.85337233543396, 3840, 0.301668319046555, 5130, 0.301637294282082
2700, 3.85337233543396, 3840, 0.301668319046555, 5130, 0.301637294282082
2750, 3.85337233543396, 4096, 0.321231173972265, 5463, 0.321217258998638
2800, 3.85337233543396, 4096, 0.321231173972265, 5463, 0.321217258998638
2850, 3.85337233543396, 4352, 0.340725483104968, 5794, 0.340679626329509
2900, 3.85337233543396, 4352, 0.340725483104968, 5794, 0.340679626329509
2950, 3.85337233543396, 4608, 0.360151246444663, 6125, 0.36014199366038
3000, 3.85337233543396, 4608, 0.360151246444663, 6125, 0.36014199366038
3050, 3.85337233543396, 4864, 0.37950846399135, 6454, 0.379486763605566
3100, 3.85337233543396, 4864, 0.37950846399135, 6454, 0.379486763605566
3150, 3.85337233543396, 5120, 0.398797135745031, 6782, 0.39877273485791
3200, 3.85337233543396, 5120, 0.398797135745031, 6782, 0.39877273485791
3250, 3.85337233543396, 5376, 0.418017261705703, 7109, 0.417999907417411
3300, 3.85337233543396, 5376, 0.418017261705703, 7109, 0.417999907417411
3350, 3.85337233543396, 5632, 0.437168841873369, 7434, 0.437109482591227
3400, 3.85337233543396, 5632, 0.437168841873369, 7434, 0.437109482591227
3450, 3.85337233543396, 5888, 0.456251876248026, 7759, 0.456219057765043
3500, 3.8480937480926514, 5888, 0.456251876248026, 7770, 0.456240000346073
3550, 3.8480937480926514, 6144, 0.475266364829676, 8093, 0.475205961750421
3600, 3.8480937480926514, 6144, 0.475266364829676, 8093, 0.475205961750421
3650, 3.8480937480926514, 6400, 0.494212307618319, 8416, 0.494171923154768
3700, 3.8480937480926514, 6400, 0.494212307618319, 8416, 0.494171923154768
3750, 3.8480937480926514, 6656, 0.513089704613954, 8738, 0.513079166412354
3800, 3.8480937480926514, 6656, 0.513089704613954, 8738, 0.513079166412354
3850, 3.8480937480926514, 6912, 0.531898555816582, 9058, 0.531868973376413
3900, 3.8480937480926514, 6912, 0.531898555816582, 9058, 0.531868973376413
3950, 3.8480937480926514, 7168, 0.550638861226202, 9377, 0.55060006219371
4000, 3.8480937480926514, 7168, 0.550638861226202, 9377, 0.55060006219371
4050, 3.8480937480926514, 7424, 0.569310620842814, 9695, 0.569272432864244
4100, 3.8480937480926514, 7424, 0.569310620842814, 9695, 0.569272432864244
4150, 3.8480937480926514, 7680, 0.58791383466642, 10012, 0.587886085388016
4200, 3.8480937480926514, 7680, 0.58791383466642, 10012, 0.587886085388016
4250, 3.8480937480926514, 7936, 0.606448502697017, 10327, 0.606382301618262
4300, 3.8428151607513428, 7936, 0.606448502697017, 10342, 0.606430066262156
4350, 3.8428151607513428, 8192, 0.624914624934607, 10657, 0.624900910477257
4400, 3.8428151607513428, 8192, 0.624914624934607, 10657, 0.624900910477257
4450, 3.8428151607513428, 8448, 0.64331220137919, 10970, 0.643254479490993
4500, 3.8428151607513428, 8448, 0.64331220137919, 10970, 0.643254479490993
4550, 3.8428151607513428, 8704, 0.661641232030765, 11283, 0.661608048504729
4600, 3.8428151607513428, 8704, 0.661641232030765, 11283, 0.661608048504729
4650, 3.8428151607513428, 8960, 0.679901716889333, 11594, 0.679844342317099
4700, 3.8428151607513428, 8960, 0.679901716889333, 11594, 0.679844342317099
4750, 3.8428151607513428, 9216, 0.698093655954893, 11905, 0.698080636129469
4800, 3.8428151607513428, 9216, 0.698093655954893, 11905, 0.698080636129469
4850, 3.8428151607513428, 9472, 0.716217049227445, 12214, 0.716199654740473
4900, 3.8428151607513428, 9472, 0.716217049227445, 12214, 0.716199654740473
4950, 3.8428151607513428, 9728, 0.73427189670699, 12522, 0.734260035750794
5000, 3.8428151607513428, 9728, 0.73427189670699, 12522, 0.734260035750794
5050, 3.8428151607513428, 9984, 0.752258198393528, 12828, 0.75220314155975
5100, 3.837536573410034, 9984, 0.752258198393528, 12846, 0.752223923430614
5150, 3.8428151607513428, 10240, 0.770175954287058, 13134, 0.770146247368706
5200, 3.837536573410034, 10240, 0.770175954287058, 13152, 0.770142382139144
5250, 3.837536573410034, 10496, 0.78802516438758, 13457, 0.78800228379307
5300, 3.837536573410034, 10496, 0.78802516438758, 13457, 0.78800228379307
5350, 3.837536573410034, 10752, 0.805805828695095, 13760, 0.80574507133779
5400, 3.837536573410034, 10752, 0.805805828695095, 13760, 0.80574507133779
5450, 3.837536573410034, 11008, 0.823517947209603, 14063, 0.82348785888251
5500, 3.837536573410034, 11008, 0.823517947209603, 14063, 0.82348785888251
5550, 3.837536573410034, 11264, 0.841161519931103, 14364, 0.841113532318024
5600, 3.837536573410034, 11264, 0.841161519931103, 14364, 0.841113532318024
5650, 3.837536573410034, 11520, 0.858736546859595, 14664, 0.858680648698936
5700, 3.837536573410034, 11520, 0.858736546859595, 14664, 0.858680648698936
5750, 3.837536573410034, 11776, 0.87624302799508, 14963, 0.876189208025244
