time, m1_pwm, set_pwm, calc_volt, bat_volt, meas_volt
0, 3.800586462020874, 0, 0, 0, 0
50, 3.800586462020874, 0, 0, 0, 0
100, 3.800586462020874, 65535, 3.03396, 52315, 3.0339159343957
150, 3.6527860164642334, 65535, 3.03396, 54432, 3.03392764855697
200, 3.6791789531707764, 65535, 3.03396, 54041, 3.03389806680861
250, 3.695014715194702, 65535, 3.03396, 53810, 3.03393212519458
300, 3.7002933025360107, 65535, 3.03396, 53733, 3.03391866979732
350, 3.7055718898773193, 65535, 3.03396, 53656, 3.03389281030377
400, 3.7055718898773193, 65535, 3.03396, 53656, 3.03389281030377
450, 3.7055718898773193, 65535, 3.03396, 53656, 3.03389281030377
500, 3.710850477218628, 65535, 3.03396, 53580, 3.03391117066261
550, 3.7055718898773193, 65535, 3.03396, 53656, 3.03389281030377
600, 3.7055718898773193, 0, 0, 0, 0
650, 3.7953078746795654, 0, 0, 0, 0
700, 3.800586462020874, 0, 0, 0, 0
750, 3.800586462020874, 0, 0, 0, 0
800, 3.800586462020874, 0, 0, 0, 0
850, 3.800586462020874, 0, 0, 0, 0
900, 3.8058650493621826, 0, 0, 0, 0
950, 3.800586462020874, 0, 0, 0, 0
1000, 3.8058650493621826, 0, 0, 0, 0
1050, 3.8058650493621826, 0, 0, 0, 0
1100, 3.800586462020874, 0, 0, 0, 0
1150, 3.800586462020874, 0, 0, 0, 0
1200, 3.800586462020874, 256, 0.0205910418208229, 355, 0.0205875973757139
1250, 3.8058650493621826, 256, 0.0205910418208229, 354, 0.0205581174559276
1300, 3.8058650493621826, 512, 0.0411135378486382, 707, 0.041058161133731
1350, 3.8058650493621826, 512, 0.0411135378486382, 707, 0.041058161133731
1400, 3.8058650493621826, 512, 0.0411135378486382, 707, 0.041058161133731
1450, 3.8058650493621826, 768, 0.0615674880834461, 1060, 0.0615582048115345
1500, 3.8058650493621826, 1024, 0.0819528925252464, 1411, 0.0819421009330898
1550, 3.8058650493621826, 1024, 0.0819528925252464, 1411, 0.0819421009330898
1600, 3.8058650493621826, 1280, 0.102269751174039, 1761, 0.102267923276521
1650, 3.8058650493621826, 1280, 0.102269751174039, 1761, 0.102267923276521
1700, 3.8058650493621826, 1536, 0.122518064029825, 2109, 0.122477598063704
1750, 3.8058650493621826, 1536, 0.122518064029825, 2109, 0.122477598063704
1800, 3.8058650493621826, 1792, 0.142697831092602, 2457, 0.142687272850887
1850, 3.8058650493621826, 1792, 0.142697831092602, 2457, 0.142687272850887
1900, 3.8058650493621826, 2048, 0.162809052362373, 2803, 0.162780800081822
1950, 3.8058650493621826, 2048, 0.162809052362373, 2803, 0.162780800081822
2000, 3.8058650493621826, 2304, 0.182851727839135, 3148, 0.182816253534633
2050, 3.8058650493621826, 2304, 0.182851727839135, 3148, 0.182816253534633
2100, 3.8058650493621826, 2560, 0.202825857522891, 3492, 0.202793633209319
2150, 3.8058650493621826, 2560, 0.202825857522891, 3492, 0.202793633209319
2200, 3.8058650493621826, 2816, 0.222731441413639, 3835, 0.222712939105882
2250, 3.8058650493621826, 2816, 0.222731441413639, 3835, 0.222712939105882
2300, 3.8058650493621826, 3072, 0.242568479511379, 4176, 0.242516097446196
2350, 3.8058650493621826, 3072, 0.242568479511379, 4176, 0.242516097446196
2400, 3.800586462020874, 3072, 0.242568479511379, 4182, 0.242527696409114
2450, 3.8058650493621826, 3328, 0.262336971816112, 4517, 0.262319255786511
2500, 3.800586462020874, 3328, 0.262336971816112, 4523, 0.262303388536208
2550, 3.800586462020874, 3584, 0.282036918327837, 4863, 0.282021087431258
2600, 3.8058650493621826, 3584, 0.282036918327837, 4856, 0.282006266570577
2650, 3.800586462020874, 3840, 0.301668319046555, 5201, 0.30162279986222
2700, 3.800586462020874, 3840, 0.301668319046555, 5201, 0.30162279986222
2750, 3.800586462020874, 4096, 0.321231173972265, 5539, 0.321224512293181
2800, 3.800586462020874, 4096, 0.321231173972265, 5539, 0.321224512293181
2850, 3.800586462020874, 4352, 0.340725483104968, 5875, 0.340710238260054
2900, 3.800586462020874, 4352, 0.340725483104968, 5875, 0.340710238260054
2950, 3.800586462020874, 4608, 0.360151246444663, 6210, 0.360137970994883
3000, 3.800586462020874, 4608, 0.360151246444663, 6210, 0.360137970994883
3050, 3.800586462020874, 4864, 0.37950846399135, 6543, 0.379449717265623
3100, 3.800586462020874, 4864, 0.37950846399135, 6543, 0.379449717265623
3150, 3.800586462020874, 5120, 0.398797135745031, 6876, 0.398761463536363
3200, 3.800586462020874, 5120, 0.398797135745031, 6876, 0.398761463536363
3250, 3.800586462020874, 5376, 0.418017261705703, 7207, 0.417957223343014
3300, 3.7953078746795654, 5376, 0.418017261705703, 7217, 0.417955854605362
3350, 3.800586462020874, 5632, 0.437168841873369, 7538, 0.437152983149666
3400, 3.800586462020874, 5632, 0.437168841873369, 7538, 0.437152983149666
3450, 3.800586462020874, 5888, 0.456251876248026, 7867, 0.456232756492229
3500, 3.800586462020874, 5888, 0.456251876248026, 7867, 0.456232756492229
3550, 3.800586462020874, 6144, 0.475266364829676, 8195, 0.475254536602748
3600, 3.800586462020874, 6144, 0.475266364829676, 8195, 0.475254536602748
3650, 3.800586462020874, 6400, 0.494212307618319, 8521, 0.494160330249178
3700, 3.800586462020874, 6400, 0.494212307618319, 8521, 0.494160330249178
3750, 3.7953078746795654, 6656, 0.513089704613954, 8859, 0.513048484958973
3800, 3.7953078746795654, 6656, 0.513089704613954, 8859, 0.513048484958973
3850, 3.7953078746795654, 6912, 0.531898555816582, 9184, 0.531870107897416
