time, m1_pwm, set_pwm, calc_volt, bat_volt, meas_volt
0, 3.9008798599243164, 0, 0, 0, 0
50, 3.9008798599243164, 0, 0, 0, 0
100, 3.895601272583008, 0, 0, 0, 0
150, 3.747800588607788, 65535, 3.03396, 53052, 3.03392564014375
200, 3.7689149379730225, 65535, 3.03396, 52755, 3.03393770584828
250, 3.790029287338257, 65535, 3.03396, 52461, 3.0339318904868
300, 3.800586462020874, 65535, 3.03396, 52315, 3.0339159343957
350, 3.800586462020874, 65535, 3.03396, 52315, 3.0339159343957
400, 3.8058650493621826, 65535, 3.03396, 52242, 3.03389031675867
450, 3.800586462020874, 65535, 3.03396, 52315, 3.0339159343957
500, 3.800586462020874, 65535, 3.03396, 52315, 3.0339159343957
550, 3.8058650493621826, 65535, 3.03396, 52242, 3.03389031675867
600, 3.800586462020874, 0, 0, 0, 0
650, 3.890322685241699, 0, 0, 0, 0
700, 3.890322685241699, 0, 0, 0, 0
750, 3.895601272583008, 0, 0, 0, 0
800, 3.895601272583008, 0, 0, 0, 0
850, 3.895601272583008, 0, 0, 0, 0
900, 3.895601272583008, 0, 0, 0, 0
950, 3.895601272583008, 0, 0, 0, 0
1000, 3.895601272583008, 0, 0, 0, 0
1050, 3.895601272583008, 0, 0, 0, 0
1100, 3.895601272583008, 0, 0, 0, 0
1150, 3.895601272583008, 0, 0, 0, 0
1200, 3.895601272583008, 256, 0.0205910418208229, 346, 0.0205673005312233
1250, 3.895601272583008, 256, 0.0205910418208229, 346, 0.0205673005312233
1300, 3.895601272583008, 256, 0.0205910418208229, 346, 0.0205673005312233
1350, 3.895601272583008, 512, 0.0411135378486382, 691, 0.0410751579973275
1400, 3.895601272583008, 512, 0.0411135378486382, 691, 0.0410751579973275
1450, 3.895601272583008, 768, 0.0615674880834461, 1035, 0.0615235723983126
1500, 3.895601272583008, 768, 0.0615674880834461, 1035, 0.0615235723983126
1550, 3.895601272583008, 1024, 0.0819528925252464, 1378, 0.0819125437341784
1600, 3.895601272583008, 1024, 0.0819528925252464, 1378, 0.0819125437341784
1650, 3.895601272583008, 1280, 0.102269751174039, 1720, 0.102242072004925
1700, 3.895601272583008, 1280, 0.102269751174039, 1720, 0.102242072004925
1750, 3.895601272583008, 1536, 0.122518064029825, 2061, 0.122512157210553
1800, 3.895601272583008, 1536, 0.122518064029825, 2061, 0.122512157210553
1850, 3.895601272583008, 1792, 0.142697831092602, 2400, 0.142663356285942
1900, 3.895601272583008, 1792, 0.142697831092602, 2400, 0.142663356285942
1950, 3.895601272583008, 2048, 0.162809052362373, 2738, 0.162755112296212
2000, 3.895601272583008, 2048, 0.162809052362373, 2738, 0.162755112296212
2050, 3.895601272583008, 2304, 0.182851727839135, 3076, 0.182846868306483
2100, 3.895601272583008, 2304, 0.182851727839135, 3076, 0.182846868306483
2150, 3.895601272583008, 2560, 0.202825857522891, 3412, 0.202819738186514
2200, 3.895601272583008, 2560, 0.202825857522891, 3412, 0.202819738186514
2250, 3.895601272583008, 2816, 0.222731441413639, 3746, 0.222673721936308
2300, 3.895601272583008, 2816, 0.222731441413639, 3746, 0.222673721936308
2350, 3.895601272583008, 3072, 0.242568479511379, 4080, 0.242527705686102
2400, 3.895601272583008, 3072, 0.242568479511379, 4080, 0.242527705686102
2450, 3.895601272583008, 3328, 0.262336971816112, 4413, 0.262322246370776
2500, 3.890322685241699, 3328, 0.262336971816112, 4419, 0.262322971634746
2550, 3.890322685241699, 3584, 0.282036918327837, 4751, 0.282031327955799
2600, 3.895601272583008, 3584, 0.282036918327837, 4744, 0.281997900925212
2650, 3.890322685241699, 3840, 0.301668319046555, 5081, 0.301620959238774
2700, 3.890322685241699, 3840, 0.301668319046555, 5081, 0.301620959238774
2750, 3.890322685241699, 4096, 0.321231173972265, 5411, 0.321210590521749
2800, 3.890322685241699, 4096, 0.321231173972265, 5411, 0.321210590521749
2850, 3.895601272583008, 4352, 0.340725483104968, 5731, 0.340668206197806
2900, 3.890322685241699, 4352, 0.340725483104968, 5739, 0.340681496766645
2950, 3.890322685241699, 4608, 0.360151246444663, 6066, 0.360093040492502
3000, 3.890322685241699, 4608, 0.360151246444663, 6066, 0.360093040492502
3050, 3.890322685241699, 4864, 0.37950846399135, 6392, 0.37944522169932
3100, 3.890322685241699, 4864, 0.37950846399135, 6392, 0.37944522169932
3150, 3.890322685241699, 5120, 0.398797135745031, 6717, 0.398738040387098
3200, 3.890322685241699, 5120, 0.398797135745031, 6717, 0.398738040387098
3250, 3.890322685241699, 5376, 0.418017261705703, 7041, 0.417971496555837
3300, 3.890322685241699, 5376, 0.418017261705703, 7041, 0.417971496555837
3350, 3.890322685241699, 5632, 0.437168841873369, 7364, 0.437145590205537
3400, 3.890322685241699, 5632, 0.437168841873369, 7364, 0.437145590205537
3450, 3.890322685241699, 5888, 0.456251876248026, 7685, 0.456200958817158
3500, 3.890322685241699, 5888, 0.456251876248026, 7685, 0.456200958817158
3550, 3.890322685241699, 6144, 0.475266364829676, 8006, 0.475256327428779
3600, 3.890322685241699, 6144, 0.475266364829676, 8006, 0.475256327428779
3650, 3.890322685241699, 6400, 0.494212307618319, 8325, 0.494192971002322
3700, 3.890322685241699, 6400, 0.494212307618319, 8325, 0.494192971002322
3750, 3.890322685241699, 6656, 0.513089704613954, 8643, 0.513070252056825
3800, 3.890322685241699, 6656, 0.513089704613954, 8643, 0.513070252056825
3850, 3.890322685241699, 6912, 0.531898555816582, 8960, 0.531888170592288
3900, 3.890322685241699, 6912, 0.531898555816582, 8960, 0.531888170592288
3950, 3.890322685241699, 7168, 0.550638861226202, 9275, 0.550587364089674
4000, 3.8850440979003906, 7168, 0.550638861226202, 9288, 0.550610964847773
4050, 3.8850440979003906, 7424, 0.569310620842814, 9603, 0.569284786330014
4100, 3.8850440979003906, 7424, 0.569310620842814, 9603, 0.569284786330014
4150, 3.890322685241699, 7680, 0.58791383466642, 9903, 0.587867026046365
4200, 3.8850440979003906, 7680, 0.58791383466642, 9917, 0.587899325839295
4250, 3.8850440979003906, 7936, 0.606448502697017, 10229, 0.606395301402657
4300, 3.8850440979003906, 7936, 0.606448502697017, 10229, 0.606395301402657
4350, 3.8850440979003906, 8192, 0.624914624934607, 10541, 0.624891276966018
4400, 3.8850440979003906, 8192, 0.624914624934607, 10541, 0.624891276966018
4450, 3.8850440979003906, 8448, 0.64331220137919, 10851, 0.643268688583461
4500, 3.8850440979003906, 8448, 0.64331220137919, 10851, 0.643268688583461
4550, 3.8850440979003906, 8704, 0.661641232030765, 11160, 0.661586818227945
4600, 3.8850440979003906, 8704, 0.661641232030765, 11160, 0.661586818227945
4650, 3.8850440979003906, 8960, 0.679901716889333, 11468, 0.679845665899469
4700, 3.8850440979003906, 8960, 0.679901716889333, 11468, 0.679845665899469
4750, 3.8850440979003906, 9216, 0.698093655954893, 11775, 0.698045231598033
4800, 3.8850440979003906, 9216, 0.698093655954893, 11775, 0.698045231598033
4850, 3.8850440979003906, 9472, 0.716217049227445, 12081, 0.716185515323638
4900, 3.8850440979003906, 9472, 0.716217049227445, 12081, 0.716185515323638
4950, 3.8850440979003906, 9728, 0.73427189670699, 12385, 0.734207235103324
5000, 3.8850440979003906, 9728, 0.73427189670699, 12385, 0.734207235103324
5050, 3.8850440979003906, 9984, 0.752258198393528, 12689, 0.75222895488301
5100, 3.8850440979003906, 9984, 0.752258198393528, 12689, 0.75222895488301
5150, 3.879765272140503, 10240, 0.770175954287058, 13009, 0.77015131495042
5200, 3.8850440979003906, 10240, 0.770175954287058, 12991, 0.770132110716777
5250, 3.8850440979003906, 10496, 0.78802516438758, 13292, 0.787975984577584
5300, 3.8850440979003906, 10496, 0.78802516438758, 13292, 0.787975984577584
5350, 3.8850440979003906, 10752, 0.805805828695095, 13592, 0.805760576465432
5400, 3.879765272140503, 10752, 0.805805828695095, 13611, 0.805790571741884
5450, 3.879765272140503, 11008, 0.823517947209603, 13910, 0.823491797291133
5500, 3.879765272140503, 11008, 0.823517947209603, 13910, 0.823491797291133
5550, 3.879765272140503, 11264, 0.841161519931103, 14208, 0.84113382141714
5600, 3.8850440979003906, 11264, 0.841161519931103, 14188, 0.84109263234929
5650, 3.879765272140503, 11520, 0.858736546859595, 14505, 0.858716644119905
5700, 3.879765272140503, 11520, 0.858736546859595, 14505, 0.858716644119905
5750, 3.879765272140503, 11776, 0.87624302799508, 14800, 0.876181063976187
5800, 3.879765272140503, 11776, 0.87624302799508, 14800, 0.876181063976187
5850, 3.879765272140503, 12032, 0.893680963337558, 15095, 0.89364548383247
5900, 3.879765272140503, 12032, 0.893680963337558, 15095, 0.89364548383247
5950, 3.879765272140503, 12288, 0.911050352887028, 15388, 0.910991500842268
6000, 3.879765272140503, 12288, 0.911050352887028, 15388, 0.910991500842268
6050, 3.879765272140503, 12544, 0.92835119664349, 15681, 0.928337517852067
6100, 3.879765272140503, 12544, 0.92835119664349, 15681, 0.928337517852067
6150, 3.879765272140503, 12800, 0.945583494606945, 15972, 0.945565132015383
6200, 3.879765272140503, 12800, 0.945583494606945, 15972, 0.945565132015383
6250, 3.8744866847991943, 13056, 0.962747246777393, 16284, 0.962724363702908
