time, m1_pwm, m2_pwm, m3_pwm, m4_pwm, bat_volt, power_m1, power_m2, power_m3, power_m4, power_total
0, 42989, 44247, 43598, 42516, 3.45219945907593, 1.48932988695818, 1.58218927348458, 1.53395877301777, 1.45508914948191, 6.06056708294244
50, 41337, 41793, 39934, 38983, 3.53137826919556, 1.37135359106157, 1.40346614552708, 1.27472848249845, 1.21111278266684, 5.26066100175394
100, 40877, 40997, 39286, 39454, 3.58416438102722, 1.33931039874597, 1.34763544275039, 1.23121590457043, 1.24242899635898, 5.16059074242578
150, 42983, 38289, 35654, 40719, 3.62111449241638, 1.4888932313774, 1.16565361208004, 1.00053346589683, 1.32838579572286, 4.98346610507713
200, 35421, 37287, 40261, 39770, 3.61055731773376, 0.986506801613983, 1.10146378015587, 1.29695440294482, 1.26364920252547, 4.64857418724015
250, 36089, 39944, 39349, 35117, 3.67390036582947, 1.02697135863087, 1.27540551146187, 1.23541523335667, 0.968347083386806, 4.50613918683621
300, 43117, 42340, 39956, 41445, 3.61055731773376, 1.49865934142651, 1.44244279692894, 1.27621816812022, 1.37892792124805, 5.59624822772373
350, 45342, 48189, 43723, 39536, 3.60000014305115, 1.66512424792653, 1.88983131327804, 1.54319446831586, 1.24791934075029, 6.34606937027073
400, 42194, 47202, 51114, 43760, 3.55777144432068, 1.43199098646229, 1.81045466786411, 2.13414279177099, 1.54593315276199, 6.92252159885938
450, 46548, 41707, 42845, 45669, 3.57888579368591, 1.75871860017974, 1.39738336680055, 1.47886653963977, 1.69026925739408, 6.32523776401413
500, 45236, 41873, 48118, 38469, 3.58416438102722, 1.65701050938375, 1.40913557625133, 1.88406940706619, 1.17736573685715, 6.12758122955842
550, 46279, 41314, 43358, 36638, 3.61583590507507, 1.73763858313965, 1.36974304903325, 1.51629818449265, 1.06080284713083, 5.68448266379637
600, 45921, 42908, 49362, 46333, 3.57888579368591, 1.70976528007464, 1.48344004543564, 1.98618416626717, 1.74186089866943, 6.92125039044688
650, 45914, 46260, 42319, 39139, 3.59472155570984, 1.70922233610566, 1.73615407260133, 1.44093728058758, 1.22144353094119, 6.10775722023577
700, 43917, 45436, 46528, 44563, 3.58944296836853, 1.55757903344221, 1.67233471272577, 1.75714729918273, 1.60592235955793, 6.59298340490864
750, 42162, 43014, 44038, 44368, 3.60527873039246, 1.42970489708343, 1.49114992405075, 1.56658208640696, 1.59125766835813, 6.07869457589927
800, 46881, 47589, 42648, 43320, 3.58416438102722, 1.7849753714518, 1.84139239131912, 1.46460753384554, 1.51351060847424, 6.6044859050907
850, 42403, 45754, 44691, 45146, 3.59472155570984, 1.44696372625146, 1.69683380612379, 1.61558215358677, 1.65013581611911, 6.40951550208112
900, 45730, 46091, 43740, 46106, 3.58416438102722, 1.69497910089776, 1.72297538858319, 1.54445250387491, 1.72414322890996, 6.68655022226582
950, 45186, 45899, 42436, 44196, 3.58944296836853, 1.653189610075, 1.70805915164599, 1.44933445364921, 1.57837422879831, 6.38895744416851
1000, 45091, 46891, 44862, 45796, 3.57888579368591, 1.64594109679861, 1.78576662151955, 1.62852871561419, 1.70008178448163, 6.76031821841399
1050, 44697, 45835, 42973, 44585, 3.59472155570984, 1.61603561209706, 1.70310032132477, 1.48816560397715, 1.60758073443819, 6.41488227183716
1100, 45080, 47195, 45112, 45430, 3.57888579368591, 1.64510274323171, 1.80989728065995, 1.6475421364031, 1.67187404181901, 6.77441620211377
1150, 43745, 44878, 42518, 43805, 3.60000014305115, 1.54482260457398, 1.62974252728002, 1.45523315250528, 1.54926701183221, 6.17906529619148
1200, 29933, 29023, 27577, 30540, 3.71085047721863, 0.683566160103564, 0.638490265787586, 0.569928889998442, 0.714456792511772, 2.60644210840136
