time, m1_pwm, m2_pwm, m3_pwm, m4_pwm, bat_volt, power_m1, power_m2, power_m3, power_m4, power_total
0, 46664, 45431, 42330, 43010, 3.27800607681274, 1.76784484939519, 1.67195081624675, 1.44172579332191, 1.49085864887802, 6.37238010784187
50, 43666, 40924, 38252, 40157, 3.32551336288452, 1.53897980999311, 1.34256817512684, 1.16325293713698, 1.28986613620343, 5.33466705846036
100, 44947, 44131, 41377, 42206, 3.37829923629761, 1.63498186536467, 1.5735180842555, 1.3741566331346, 1.43284870748411, 6.01550529023888
150, 44643, 44327, 43759, 42025, 3.39413499832153, 1.61195659892296, 1.58818222573675, 1.54585910473236, 1.41993676911087, 6.16593469850293
200, 44215, 47427, 46831, 43126, 3.37829923629761, 1.57979502273539, 1.82841252564096, 1.78102153223539, 1.49931633452868, 6.68854541514042
250, 43131, 45666, 48351, 46766, 3.38357782363892, 1.49968138835, 1.69003778126283, 1.90300826318197, 1.77588755062425, 6.86861498341906
300, 48665, 48771, 48079, 45711, 3.35718488693237, 1.92866767656117, 1.93736514329799, 1.88090783545477, 1.6935114541605, 7.44045210947442
350, 44701, 47126, 49757, 43778, 3.38885641098022, 1.61633795038097, 1.80440724144811, 2.01912077264817, 1.54726629780741, 6.98713226228465
400, 42197, 36812, 43963, 41396, 3.39941358566284, 1.43220539434702, 1.07163343361877, 1.5609988557498, 1.37548901186275, 5.44032669557834
450, 41105, 43369, 40950, 37762, 3.44692087173462, 1.35514854244636, 1.517105557681, 1.34437193481932, 1.13167980011331, 5.34830583506
500, 45072, 42897, 43684, 44336, 3.43108510971069, 1.64449315515503, 1.48264102495914, 1.54031017865996, 1.58885708756252, 6.25630144633665
550, 43778, 46480, 48681, 46747, 3.39941358566284, 1.54726629780741, 1.75337880615138, 1.92997935847118, 1.7743881317573, 7.00501259418727
600, 51949, 52217, 47704, 46349, 3.34134912490845, 2.20635043985528, 2.22975595340921, 1.85063197600745, 1.74311285853636, 8.0298512278083
650, 48934, 48172, 48874, 49321, 3.34662771224976, 1.95077434142892, 1.88845097043808, 1.94583353885828, 1.98277954854277, 7.76783839926805
700, 45520, 50748, 51308, 47864, 3.36246347427368, 1.67879023798507, 2.1028354799312, 2.15082227144746, 1.86352221419897, 7.79597020356268
750, 50302, 50748, 47614, 48495, 3.35718488693237, 2.06496867922449, 2.1028354799312, 1.84339919753759, 1.91475617577988, 7.92595953247315
800, 49945, 51367, 51414, 51535, 3.34662771224976, 2.03488337460012, 2.15590654460121, 2.15996061322195, 2.17041352692236, 8.52116405934564
850, 48008, 51752, 50694, 49799, 3.34662771224976, 1.87515838087034, 2.18921677640512, 2.09823411568054, 2.02263737342515, 8.18524664638116
900, 52640, 52792, 49371, 51481, 3.32551336288452, 2.26692475715479, 2.28034852505331, 1.9869318770997, 2.16574577113132, 8.69995093043911
950, 47631, 49767, 48628, 49180, 3.35190629959106, 1.84476439678838, 2.01995780630951, 1.92563596953641, 1.97109127949818, 7.76144945213248
1000, 46870, 49005, 46897, 47161, 3.3730206489563, 1.78410518201771, 1.95662833065816, 1.78624144870488, 1.80719108938998, 7.33416605077073
1050, 45251, 45290, 42783, 44728, 3.40469217300415, 1.65815757131534, 1.66114164296921, 1.47437202375191, 1.61837941611438, 6.41205065415083
1100, 43889, 45086, 44258, 45068, 3.40469217300415, 1.55549910021424, 1.64556000259984, 1.58301268394556, 1.64418840015286, 6.4282601869125
1150, 42969, 43189, 40248, 42086, 3.42052793502808, 1.4878745991844, 1.50391902172094, 1.29606737699023, 1.42428223776554, 5.71214323566111
1200, 25917, 29085, 27495, 27008, 3.53665685653687, 0.49589580134901, 0.64151421421694, 0.566154157760751, 0.54398739940461, 2.24755157273131
1250, 40175, 41116, 41081, 42479, 3.44692087173462, 1.29109165253054, 1.35591485797334, 1.35347728218308, 1.45242628679662, 5.45291007948359
1300, 35572, 34359, 30806, 34457, 3.49970674514771, 0.995586346162465, 0.923765213526496, 0.728200656346228, 0.929472906508861, 3.57702512254405
1350, 45614, 46833, 45823, 46241, 3.38885641098022, 1.68602784545723, 1.78117960863825, 1.7021712785471, 1.73467014467393, 6.9040488773165
1400, 39228, 39596, 40355, 42511, 3.44164228439331, 1.227355779278, 1.25194384616136, 1.30337671869148, 1.45472917086374, 5.2374055149946
