time, m1_pwm, m2_pwm, m3_pwm, m4_pwm, bat_volt, power_m1, power_m2, power_m3, power_m4, power_total
0, 46523, 45994, 44454, 45225, 3.17771244049072, 1.75675457461946, 1.71543213241747, 1.5977175192517, 1.65616956297491, 6.72607378926354
50, 44578, 44023, 40848, 41361, 3.28328466415405, 1.60705298403375, 1.56546470324637, 1.33730212294955, 1.37303509642652, 5.8828549066562
100, 46721, 45000, 44866, 45686, 3.29384183883667, 1.77233723651638, 1.6390115475, 1.62883212944221, 1.69158123089141, 6.73176214435001
150, 48280, 46729, 42810, 44578, 3.33607053756714, 1.89722803576311, 1.77296816536834, 1.47632853303869, 1.60705298403375, 6.7535777182039
200, 48797, 48217, 49378, 50858, 3.32023477554321, 1.93950120825414, 1.8921058229215, 1.98751351849345, 2.11222275400533, 7.93134330367442
250, 50056, 49346, 42843, 43480, 3.33079195022583, 2.04421615265541, 1.98485521874475, 1.47872145622963, 1.52526382059455, 7.03305664822435
300, 44294, 53722, 57677, 50560, 3.30439901351929, 1.58570886510726, 2.36325642391612, 2.73055746105997, 2.0868356532509, 8.76635840333424
350, 54073, 47432, 44238, 52378, 3.32551336288452, 2.39489290682665, 1.82881251043726, 1.58151572119282, 2.24387028707004, 8.04909142552676
400, 52268, 54792, 52696, 49607, 3.27800607681274, 2.23422260647939, 2.46028644712216, 2.27186620220091, 2.00658419374574, 8.9729594495482
450, 46415, 50981, 50571, 47092, 3.3149561882019, 1.74828155710607, 2.12274185758278, 2.08777028743765, 1.80170481428812, 7.76049851641461
500, 54024, 49518, 47051, 51929, 3.30439901351929, 2.39046508125689, 1.99916260696132, 1.7984484728344, 2.20460823084858, 8.39268439190119
550, 48015, 52003, 52853, 49013, 3.32023477554321, 1.87572487122435, 2.2110575075219, 2.28574573021587, 1.95728843590565, 8.32981654486778
600, 34646, 33765, 32731, 31639, 3.46803522109985, 0.940527768341994, 0.889527683302483, 0.831400598760357, 0.772053725071357, 3.43350977547619
650, 53462, 51200, 50691, 52295, 3.28856325149536, 2.33994385046908, 2.14152953751936, 2.0979786182708, 2.23658893735463, 8.81604094361388
700, 36757, 35830, 35318, 34700, 3.43108510971069, 1.06820435930786, 1.01119087024876, 0.980336087479546, 0.94369770289026, 4.00342901992643
750, 52723, 52993, 50494, 50841, 3.27800607681274, 2.2742504163696, 2.29815447478648, 2.08123183323788, 2.1107707560123, 8.76440748040626
800, 38996, 32574, 31445, 37678, 3.43108510971069, 1.21197210684091, 0.822738781302618, 0.761730743711281, 1.12630831492919, 3.92274994678399
850, 50046, 50319, 48855, 49046, 3.32551336288452, 2.04337456701037, 2.06640631041569, 1.94427014161169, 1.96001244196535, 8.0140634610031
900, 38195, 35629, 33456, 36694, 3.436363697052, 1.15955915210937, 0.999023967118574, 0.871960816388424, 1.06428288529446, 4.09482682091083
950, 50015, 47638, 46763, 50173, 3.32551336288452, 2.04076665157869, 1.84532667199994, 1.77565076167105, 2.05407439212789, 7.71581847737756
1000, 38219, 40020, 34658, 34246, 3.42052793502808, 1.16111375705047, 1.28055642460357, 0.94123176046147, 0.917204644198829, 4.30010658631435
1050, 48903, 47606, 46804, 49633, 3.33607053756714, 1.94822088063888, 1.84275691077551, 1.77888813028707, 2.00875465759433, 7.57862057929579
1100, 41223, 39145, 36541, 40126, 3.40997076034546, 1.36337954991169, 1.22184168884178, 1.05478766048004, 1.28775679984867, 4.92776569908218
1150, 49844, 50026, 48183, 49819, 3.32023477554321, 2.02640824541094, 2.0416918678099, 1.88934408086875, 2.02431292253141, 7.98175711662099
1200, 41283, 40115, 40736, 44417, 3.39413499832153, 1.36757371336385, 1.2870087135251, 1.32955922354072, 1.59493680027867, 5.57907845070835
1250, 52015, 52095, 49460, 51768, 3.28856325149536, 2.21210413751623, 2.2190873836609, 1.99433279898231, 2.19060609179042, 8.61613041194985
1300, 44666, 43617, 40533, 43915, 3.36774206161499, 1.61369337500121, 1.53536094551688, 1.31557870772515, 1.55743042417122, 6.02206345241447
1350, 51649, 50957, 50467, 52607, 3.29912042617798, 2.18028259304332, 2.12068749133458, 2.0789413309064, 2.26401510435601, 8.64392651964031
1400, 45698, 44480, 41092, 44487, 3.36246347427368, 1.69250761171173, 1.5996728755279, 1.35424315714675, 1.60019950620079, 6.24662315058716
1450, 52795, 51140, 50340, 52968, 3.28856325149536, 2.28061382703162, 2.1363747757423, 2.06818283446987, 2.29593640973099, 8.78110784697478
1500, 43370, 44909, 42090, 42595, 3.3730206489563, 1.51717896511165, 1.63209547376835, 1.42456740213418, 1.46078229781397, 6.03462413882815
1550, 54224, 50589, 47290, 51742, 3.29384183883667, 2.40856094751866, 2.0893000980784, 1.81746852421126, 2.1883486564943, 8.50367822630261
1600, 41319, 42803, 43663, 42971, 3.36774206161499, 1.37009309187713, 1.47582117434055, 1.53875813358696, 1.48802009828302, 5.87269249808766
1650, 52645, 50611, 47264, 49815, 3.3096776008606, 2.26736576051847, 2.09117055647337, 1.81539495619198, 2.02397776227505, 8.19790903545887
1700, 43844, 42672, 41500, 42633, 3.37829923629761, 1.55215904271874, 1.46634124303202, 1.3827926837425, 1.46352444889631, 5.86481741838957
1750, 51885, 49587, 47634, 49693, 3.3149561882019, 2.20077755856746, 2.00491533216322, 1.84500536228351, 2.01376749122747, 8.06446574424166
1800, 43248, 42128, 42665, 43008, 3.37829923629761, 1.50823540081528, 1.42727778682397, 1.46583547954864, 1.49071302118239, 5.89206168837028
1850, 52427, 49966, 47465, 49382, 3.30439901351929, 2.24817392437083, 2.03664754769141, 1.83145341411476, 1.9878459197799, 8.1041208059569
1900, 44203, 42320, 43346, 44334, 3.36246347427368, 1.57889761049468, 1.44100895528457, 1.51541764071891, 1.58870710682716, 6.12403131332533
1950, 52559, 50368, 48640, 49878, 3.30439901351929, 2.25978588830483, 2.07055261053301, 1.92661898759216, 2.0292594649682, 8.2862169513982
2000, 45675, 43868, 43127, 43204, 3.36774206161499, 1.69073225340084, 1.55393999360195, 1.49938934199853, 1.50501586295927, 6.24907745196059
2050, 52622, 50193, 49827, 50597, 3.29384183883667, 2.26533746507616, 2.05576171571578, 2.02498331869201, 2.08998017697558, 8.43606267645953
2100, 46902, 43768, 43089, 43992, 3.36246347427368, 1.78663718222142, 1.5465255960555, 1.49661621623469, 1.56315661242291, 6.39293560693452
2150, 51586, 50199, 50488, 49702, 3.29384183883667, 2.17482613385984, 2.05626803541455, 2.08072273387613, 2.01451990609658, 8.32633680924709
2200, 47472, 43641, 42601, 43819, 3.35718488693237, 1.83201382996512, 1.53713295804326, 1.46121511037626, 1.55030488979829, 6.38066678818293
2250, 51099, 49663, 49809, 48876, 3.30439901351929, 2.13285558908518, 2.0112603644586, 2.02347506917237, 1.94599814029817, 8.11358916301432
2300, 46958, 44177, 42214, 42456, 3.36246347427368, 1.79107214213834, 1.57695402540026, 1.43342065406111, 1.45077213507874, 6.25221895667845
2350, 51651, 49761, 49533, 49591, 3.30439901351929, 2.18045591515895, 2.01945556719324, 2.00041255993526, 2.00524905397107, 8.20557309625852
2400, 46634, 44587, 43252, 43769, 3.36246347427368, 1.76548253550038, 1.60773153495351, 1.50852824409773, 1.54659965884908, 6.42834197340071
2450, 51974, 50217, 48497, 49393, 3.29912042617798, 2.20852907486197, 2.05778733404688, 1.9149195734607, 1.98876015372016, 8.16999613608971
2500, 45323, 44185, 43720, 44050, 3.35718488693237, 1.66366855625325, 1.57755193379665, 1.54297251126549, 1.56747625821593, 6.35166925953131
2550, 52215, 50111, 46977, 49043, 3.3096776008606, 2.22958087271082, 2.04884768603147, 1.79257800537337, 1.95976473375443, 8.03077129787009
2600, 45986, 44646, 43526, 44965, 3.35190629959106, 1.71481068708364, 1.61218308600335, 1.5286506577113, 1.63634992396207, 6.49199435476037
2650, 51438, 49756, 47573, 49840, 3.30439901351929, 2.16203210429404, 2.01903707795356, 1.84010856004346, 2.02607292756456, 8.04725066985563
2700, 46417, 45920, 43489, 44544, 3.35190629959106, 1.74843829398262, 1.70968771179796, 1.52592618903542, 1.6044907623422, 6.58854295715819
2750, 51386, 50505, 48677, 50046, 3.29384183883667, 2.15754500862977, 2.08216532875168, 1.92965139987709, 2.04337456701037, 8.21273630426891
2800, 46193, 46100, 44229, 44948, 3.34662771224976, 1.73092386973104, 1.72367604915822, 1.58084230136807, 1.63505785478392, 6.67050007504125
2850, 51170, 51163, 48667, 49332, 3.29912042617798, 2.13895145389424, 2.13835010326979, 1.92883161456475, 1.98369272168054, 8.18982589340932
2900, 47948, 45311, 43046, 46460, 3.34134912490845, 1.87030595615806, 1.66274947407013, 1.49348107486473, 1.75180969650118, 6.7783462015941
2950, 50551, 51091, 49018, 49389, 3.30439901351929, 2.08607109368348, 2.1321692247239, 1.9577010531848, 1.98842768288624, 8.16436905447841
3000, 48404, 46050, 42978, 46729, 3.33607053756714, 1.90732831114462, 1.71978514659523, 1.48852939706725, 1.77296816536834, 6.88861102017544
3050, 49409, 50281, 48904, 49004, 3.3096776008606, 1.99009028993618, 2.0631934086545, 1.94830322655711, 1.95654582463314, 7.95813274978092
3100, 48070, 45736, 42083, 45881, 3.33607053756714, 1.8801785864006, 1.69544268975594, 1.42406838190111, 1.70666381076092, 6.70635346881857
3150, 49947, 50128, 48729, 49272, 3.3096776008606, 2.0350513611678, 2.05028021359347, 1.93391684338002, 1.9787141020176, 7.99796252015888
3200, 48035, 46114, 42827, 45520, 3.33607053756714, 1.87734384578639, 1.72476622571429, 1.47756102659008, 1.67879023798507, 6.75846133607581
3250, 49937, 49194, 48708, 49290, 3.30439901351929, 2.0342114913171, 1.97225041021985, 1.93219374357565, 1.98020709008851, 7.9188627352011
3300, 47758, 46338, 43855, 44711, 3.33607053756714, 1.85497785861634, 1.74225209176954, 1.55297519465191, 1.61709391022205, 6.76729905525983
3350, 50798, 48705, 48309, 49163, 3.30439901351929, 2.10710007435278, 1.93194764362044, 1.89958800417507, 1.96968418069539, 7.90831990284368
3400, 48243, 46368, 45006, 45096, 3.33079195022583, 1.89421898592186, 1.74460009717525, 1.63946802598979, 1.64632223165537, 6.92460934074226
3450, 51096, 49349, 48533, 48304, 3.3096776008606, 2.13259819073147, 1.98510436557614, 1.91786181924665, 1.8991810175376, 7.93474539309187
3500, 48549, 45950, 45357, 45510, 3.32551336288452, 1.91917014538316, 1.71201546366257, 1.66627389222889, 1.67802112290074, 6.97548062417535
3550, 51328, 49110, 47984, 47828, 3.3096776008606, 2.15254514551601, 1.96530027993823, 1.87321672169514, 1.86061834496623, 7.85168049211561
