-50.0000E+00,-600E-06,+0.0E+00
-49.7500E+00,-1.1E-03,-500E-06
-49.5000E+00,+0.0E+00,+0.0E+00
-49.2500E+00,+0.0E+00,+0.0E+00
-49.0000E+00,-600E-06,+0.0E+00
-48.7500E+00,-300E-06,+300E-06
-48.5000E+00,-600E-06,+0.0E+00
-48.2500E+00,-600E-06,+500E-06
-48.0000E+00,-600E-06,+0.0E+00
-47.7500E+00,-500E-06,+600E-06
-47.5000E+00,-600E-06,+0.0E+00
-47.2500E+00,+200E-06,+0.0E+00
-47.0000E+00,-1.1E-03,+500E-06
-46.7500E+00,-700E-06,+0.0E+00
-46.5000E+00,-400E-06,+400E-06
-46.2500E+00,-500E-06,+600E-06
-46.0000E+00,-400E-06,+0.0E+00
-45.7500E+00,+0.0E+00,+0.0E+00
-45.5000E+00,-1.1E-03,-0.0E+00
-45.2500E+00,-1.1E-03,+0.0E+00
-45.0000E+00,-400E-06,+0.0E+00
-44.7500E+00,-0.0E+00,+0.0E+00
-44.5000E+00,-600E-06,+0.0E+00
-44.2500E+00,-600E-06,+0.0E+00
-44.0000E+00,-600E-06,+0.0E+00
-43.7500E+00,-600E-06,+0.0E+00
-43.5000E+00,+0.0E+00,+100E-06
-43.2500E+00,-100E-06,+0.0E+00
-43.0000E+00,-600E-06,-300E-06
-42.7500E+00,-600E-06,+0.0E+00
-42.5000E+00,-600E-06,+0.0E+00
-42.2500E+00,-500E-06,+0.0E+00
-42.0000E+00,+22.6E-03,+2.8417E+00
-41.7500E+00,+21.6E-03,+2.8495E+00
-41.5000E+00,-400E-06,+887.5E-03
-41.2500E+00,-600E-06,+496.6E-03
-41.0000E+00,-400E-06,+326.0E-03
-40.7500E+00,-600E-06,+214.4E-03
-40.5000E+00,-600E-06,+141.4E-03
-40.2500E+00,-200E-06,+128.3E-03
-40.0000E+00,+100E-06,+165.1E-03
-39.7500E+00,+600E-06,+247.1E-03
-39.5000E+00,+1.1E-03,+331.3E-03
-39.2500E+00,+1.2E-03,+418.3E-03
-39.0000E+00,+1.6E-03,+513.1E-03
-38.7500E+00,+2.0E-03,+575.1E-03
-38.5000E+00,+2.3E-03,+626.5E-03
-38.2500E+00,+2.3E-03,+700.7E-03
-38.0000E+00,+3.1E-03,+754.3E-03
-37.7500E+00,+2.8E-03,+800.3E-03
-37.5000E+00,+3.2E-03,+852.0E-03
-37.2500E+00,+3.6E-03,+871.4E-03
-37.0000E+00,+3.4E-03,+919.6E-03
-36.7500E+00,+3.8E-03,+948.4E-03
-36.5000E+00,+3.6E-03,+1.0003E+00
-36.2500E+00,+4.5E-03,+1.0342E+00
-36.0000E+00,+4.3E-03,+1.0748E+00
-35.7500E+00,+4.9E-03,+1.0943E+00
-35.5000E+00,+5.1E-03,+1.1521E+00
-35.2500E+00,+5.6E-03,+1.1821E+00
-35.0000E+00,+6.0E-03,+1.2072E+00
-34.7500E+00,+5.6E-03,+1.2419E+00
-34.5000E+00,+6.2E-03,+1.2616E+00
-34.2500E+00,+5.7E-03,+1.2989E+00
-34.0000E+00,+6.2E-03,+1.3427E+00
-33.7500E+00,+6.5E-03,+1.3756E+00
-33.5000E+00,+6.8E-03,+1.3950E+00
-33.2500E+00,+6.5E-03,+1.4364E+00
-33.0000E+00,+7.1E-03,+1.4674E+00
-32.7500E+00,+7.3E-03,+1.4913E+00
-32.5000E+00,+8.1E-03,+1.5131E+00
-32.2500E+00,+7.7E-03,+1.5334E+00
-32.0000E+00,+7.9E-03,+1.5657E+00
-31.7500E+00,+8.3E-03,+1.5952E+00
-31.5000E+00,+7.9E-03,+1.6057E+00
-31.2500E+00,+8.5E-03,+1.6403E+00
-31.0000E+00,+8.4E-03,+1.6757E+00
-30.7500E+00,+8.6E-03,+1.6774E+00
-30.5000E+00,+9.0E-03,+1.7119E+00
-30.2500E+00,+9.3E-03,+1.7352E+00
-30.0000E+00,+9.1E-03,+1.7731E+00
-29.7500E+00,+10.1E-03,+1.7842E+00
-29.5000E+00,+10.1E-03,+1.8221E+00
-29.2500E+00,+10.1E-03,+1.8509E+00
-29.0000E+00,+10.6E-03,+1.8891E+00
-28.7500E+00,+10.5E-03,+1.9155E+00
-28.5000E+00,+11.3E-03,+1.9437E+00
-28.2500E+00,+10.7E-03,+1.9628E+00
-28.0000E+00,+11.8E-03,+1.9716E+00
-27.7500E+00,+11.8E-03,+1.9882E+00
-27.5000E+00,+11.8E-03,+2.0165E+00
-27.2500E+00,+11.8E-03,+2.0448E+00
-27.0000E+00,+12.4E-03,+2.0579E+00
-26.7500E+00,+12.3E-03,+2.0821E+00
-26.5000E+00,+12.4E-03,+2.1160E+00
-26.2500E+00,+12.9E-03,+2.1319E+00
-26.0000E+00,+13.0E-03,+2.1525E+00
-25.7500E+00,+13.5E-03,+2.1899E+00
-25.5000E+00,+13.0E-03,+2.2218E+00
-25.2500E+00,+13.5E-03,+2.2408E+00
-25.0000E+00,+13.5E-03,+2.2630E+00
-24.7500E+00,+14.1E-03,+2.2953E+00
-24.5000E+00,+14.7E-03,+2.3152E+00
-24.2500E+00,+14.7E-03,+2.3307E+00
-24.0000E+00,+14.5E-03,+2.3510E+00
-23.7500E+00,+14.7E-03,+2.3797E+00
-23.5000E+00,+14.7E-03,+2.4146E+00
-23.2500E+00,+15.8E-03,+2.4323E+00
-23.0000E+00,+16.3E-03,+2.4535E+00
-22.7500E+00,+15.8E-03,+2.4640E+00
-22.5000E+00,+15.6E-03,+2.4897E+00
-22.2500E+00,+16.3E-03,+2.4985E+00
-22.0000E+00,+16.4E-03,+2.5265E+00
-21.7500E+00,+16.7E-03,+2.5355E+00
-21.5000E+00,+17.8E-03,+2.5588E+00
-21.2500E+00,+17.4E-03,+2.5940E+00
-21.0000E+00,+17.2E-03,+2.6164E+00
-20.7500E+00,+17.4E-03,+2.6412E+00
-20.5000E+00,+17.5E-03,+2.6504E+00
-20.2500E+00,+18.6E-03,+2.6840E+00
-20.0000E+00,+18.6E-03,+2.7178E+00
-19.7500E+00,+18.5E-03,+2.7244E+00
-19.5000E+00,+18.6E-03,+2.7478E+00
-19.2500E+00,+18.6E-03,+2.7660E+00
-19.0000E+00,+19.3E-03,+2.7824E+00
-18.7500E+00,+19.4E-03,+2.7920E+00
-18.5000E+00,+19.7E-03,+2.8030E+00
-18.2500E+00,+20.3E-03,+2.8167E+00
-18.0000E+00,+19.2E-03,+2.8286E+00
-17.7500E+00,+20.3E-03,+2.8273E+00
-17.5000E+00,+20.2E-03,+2.8555E+00
-17.2500E+00,+20.1E-03,+2.8791E+00
-17.0000E+00,+20.8E-03,+2.8688E+00
-16.7500E+00,+20.3E-03,+2.9211E+00
-16.5000E+00,+19.8E-03,+2.9068E+00
-16.2500E+00,+20.4E-03,+2.9252E+00
-16.0000E+00,+20.8E-03,+2.9622E+00
-15.7500E+00,+21.3E-03,+2.9779E+00
-15.5000E+00,+21.5E-03,+2.9938E+00
-15.2500E+00,+21.4E-03,+3.0070E+00
-15.0000E+00,-100E-06,+1.2532E+00
-14.7500E+00,-600E-06,+621.4E-03
-14.5000E+00,-600E-06,+381.6E-03
-14.2500E+00,-600E-06,+253.0E-03
-14.0000E+00,-200E-06,+167.1E-03
-13.7500E+00,-800E-06,+106.5E-03
-13.5000E+00,-600E-06,+43.6E-03
-13.2500E+00,+0.0E+00,+0.0E+00
-13.0000E+00,+50.1E-03,+2.5682E+00
-12.7500E+00,+20.9E-03,+2.9259E+00
-12.5000E+00,-200E-06,+1.6947E+00
-12.2500E+00,-100E-06,+703.1E-03
-12.0000E+00,-100E-06,+429.7E-03
-11.7500E+00,-900E-06,+275.0E-03
-11.5000E+00,-1.1E-03,+186.7E-03
-11.2500E+00,-600E-06,+112.8E-03
-11.0000E+00,-600E-06,+53.8E-03
-10.7500E+00,+1.1E-03,+268.3E-03
-10.5000E+00,+1.1E-03,+356.5E-03
-10.2500E+00,+900E-06,+408.4E-03
-10.0000E+00,+600E-06,+432.9E-03
-9.7500E+00,+3.2E-03,+696.9E-03
-9.5000E+00,+2.8E-03,+784.5E-03
-9.2500E+00,+2.3E-03,+823.9E-03
-9.0000E+00,+2.8E-03,+812.3E-03
-8.7500E+00,+3.9E-03,+1.0324E+00
