-50.0000E+00,+200E-06,+700E-06
-49.7500E+00,-1.1E-03,-0.0E+00
-49.5000E+00,-300E-06,+0.0E+00
-49.2500E+00,-600E-06,-100E-06
-49.0000E+00,-600E-06,+0.0E+00
-48.7500E+00,-600E-06,+0.0E+00
-48.5000E+00,-600E-06,+0.0E+00
-48.2500E+00,-500E-06,+100E-06
-48.0000E+00,-600E-06,+0.0E+00
-47.7500E+00,-500E-06,+0.0E+00
-47.5000E+00,-600E-06,+0.0E+00
-47.2500E+00,+0.0E+00,+200E-06
-47.0000E+00,-500E-06,+0.0E+00
-46.7500E+00,+0.0E+00,+0.0E+00
-46.5000E+00,-200E-06,+600E-06
-46.2500E+00,+0.0E+00,+0.0E+00
-46.0000E+00,+0.0E+00,+0.0E+00
-45.7500E+00,-200E-06,+0.0E+00
-45.5000E+00,-600E-06,+600E-06
-45.2500E+00,+0.0E+00,+0.0E+00
-45.0000E+00,-200E-06,+0.0E+00
-44.7500E+00,-0.0E+00,+0.0E+00
-44.5000E+00,-600E-06,+200E-06
-44.2500E+00,-100E-06,+0.0E+00
-44.0000E+00,-600E-06,+0.0E+00
-43.7500E+00,+0.0E+00,+0.0E+00
-43.5000E+00,-500E-06,+0.0E+00
-43.2500E+00,-100E-06,+0.0E+00
-43.0000E+00,+24.5E-03,+2.9339E+00
-42.7500E+00,+20.8E-03,+2.9339E+00
-42.5000E+00,-400E-06,+1.0536E+00
-42.2500E+00,-600E-06,+561.5E-03
-42.0000E+00,-0.0E+00,+332.4E-03
-41.7500E+00,-600E-06,+228.8E-03
-41.5000E+00,+0.0E+00,+166.3E-03
-41.2500E+00,+0.0E+00,+139.9E-03
-41.0000E+00,+600E-06,+174.4E-03
-40.7500E+00,+1.0E-03,+240.3E-03
-40.5000E+00,+1.2E-03,+315.8E-03
-40.2500E+00,+1.7E-03,+419.7E-03
-40.0000E+00,+1.3E-03,+502.0E-03
-39.7500E+00,+1.8E-03,+566.2E-03
-39.5000E+00,+2.3E-03,+641.6E-03
-39.2500E+00,+2.8E-03,+701.8E-03
-39.0000E+00,+2.7E-03,+768.4E-03
-38.7500E+00,+2.5E-03,+806.7E-03
-38.5000E+00,+2.8E-03,+844.3E-03
-38.2500E+00,+3.5E-03,+878.3E-03
-38.0000E+00,+3.9E-03,+923.2E-03
-37.7500E+00,+3.9E-03,+969.8E-03
-37.5000E+00,+3.9E-03,+995.9E-03
-37.2500E+00,+4.3E-03,+1.0282E+00
-37.0000E+00,+3.4E-03,+1.1095E+00
-36.7500E+00,+4.5E-03,+1.1326E+00
-36.5000E+00,+4.7E-03,+1.1599E+00
-36.2500E+00,+4.5E-03,+1.1992E+00
-36.0000E+00,+5.6E-03,+1.2144E+00
-35.7500E+00,+5.5E-03,+1.2616E+00
-35.5000E+00,+5.1E-03,+1.3105E+00
-35.2500E+00,+5.6E-03,+1.3416E+00
-35.0000E+00,+6.1E-03,+1.3647E+00
-34.7500E+00,+6.7E-03,+1.3657E+00
-34.5000E+00,+6.8E-03,+1.4270E+00
-34.2500E+00,+6.7E-03,+1.4732E+00
-34.0000E+00,+6.8E-03,+1.4829E+00
-33.7500E+00,+7.1E-03,+1.5252E+00
-33.5000E+00,+7.3E-03,+1.5343E+00
-33.2500E+00,+7.0E-03,+1.5676E+00
-33.0000E+00,+7.5E-03,+1.6123E+00
-32.7500E+00,+7.9E-03,+1.6417E+00
-32.5000E+00,+8.5E-03,+1.6481E+00
-32.2500E+00,+7.9E-03,+1.6954E+00
-32.0000E+00,+8.5E-03,+1.7247E+00
-31.7500E+00,+9.0E-03,+1.7268E+00
-31.5000E+00,+9.0E-03,+1.7591E+00
-31.2500E+00,+9.5E-03,+1.7865E+00
-31.0000E+00,+8.8E-03,+1.8221E+00
-30.7500E+00,+9.7E-03,+1.8419E+00
-30.5000E+00,+9.5E-03,+1.8617E+00
-30.2500E+00,+9.8E-03,+1.8891E+00
